Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
"?ANDA, Michal",Kecanice,,9788085940756,Protis,13,64,?esk?,soubor 45 hospodsko-pavla?ov?ch litanií,Tomá? P?idal,,,,2006
"Halpern, Justin",Kecy m?ho fotra,,9788025900581,Plus,13,152,?esk?,"Americk? bestseller! Justina Halperna opustila holka a tak se nast?hoval zpátky ke sv?m rodi??m a za?al na twitterovém ú?tu zve?ej?ovat hlá?ky svého otce, svérázného léka?e Sama Halperna, kter? svoji rodinu miluje nade v?e, ale pro ostré slovo nikdy nejde daleko. Za necel? m?síc m?l statisíce ?tená?? a spoustu nabídek.",,"Van?k, Ji?í",,anglick?,2011
"Pitcherová, Annabel",Ke?upová mra?na,,9788075290205,"Nakladatelství Slovart, s.r.o.",14,272,?esk?,"Patnáctiletá Zoe tráví noci neobvykl?m zp?sobem: v zahradní k?ln? pí?e dopisy Stuartu Harrisovi, usv?d?enému vrahovi odsouzenému k trestu smrti, toho ?asu v texaské v?znici. Je p?esv?d?ená, ?e jen on m??e pochopit její neobvykl? p?íb?h. O jejím tajemství nemá nikdo v okolí ani zdání, p?esto se rozhodla sv??it ho papíru, v nad?ji, ?e tak od?iní své chyby.",,"B?ezovsk?, Jan - Nuckollsová, Tereza",,anglick?,2015
"Osztatná, Valéria",Ke? anjel stráca krídla,,9788073994938,Tribun EU,13,0,,"Táto kni?ka obsahuje tri príbehy, ktoré sú ozna?ené t?mito názvami: Straten? svet - Názov kni?ky zodpovedá du?evnému rozpolo?eniu mladej ?eny, ktorá po dlhoro?nom vz?ahu so svojou ve?kou láskou, si uvedomuje nestálos? situácie a dozvedá sa o jeho druhom ?ivote, ktor? doteraz nepoznala. Stráca svoju lásku, no kolobeh ?ivota sa nezastaví a ona sa stretáva s druh?m mu?om, ktor? jej ve?mi pripomína jej stratenú lásku. Svoj ?ivot spe?atí s ním, no v jej tele sa rodí ?al?í ?ivot, ktor? mu nepatrí... Tupá boles? - Dej je zahrnut? do ka?dodenného me?tianskeho ?ivota.",,,,,2008
"Deida, David",Ke? ide o mu?ov,"Príru?ka pre milujúce ?eny, alebo ako porozumie? mu?om",9788073702649,Synergie,2,208,slovensk?,"H?adáte spriaznenú du?u, alebo sa len pokú?ate prinúti? man?ela, aby vyná?al odpadky? Neustále znovu nará?ate na zvlá?tne chovanie mu?ov, ktorému nerozumiete a p?tate sa: “Pre?o to robia?” V tejto knihe, ktorá je ur?ená predov?etk?m ?enám, nádete na svoje otázky netradi?né odpovede.  A práve preto si ju ur?ite so záujmom pre?ítajú i mu?i. Táto kni?ka toti? priná?a nádej ka?dému, kto u? chcel svoju tú?bu po láske a porozumení medzi mu?om a ?enou vzda?. V knihe Ke? ide o mu?ov sa ?enám kone?ne dostáva do rúk u?ito?ná príru?ka, ktorá odpovedá na ich naj?astej?ie otázky o mu?och, napríklad: Pre?o sa mu?i otá?ajú za ka?dou poh?adnou ?enou? Pre?o sa vä??ina mu?ov rad?ej venuje práci ako vz?ahom? Pre?o sa mnohí mu?i vyh?bajú agresívnym ?enám?",,"Sporková, Andrea",,anglick?,2015
"Unger, G. F.",Kehoeova zem?,,9788024337630,"Moravská Bastei MOBA, s.r.o.",13,64,?esk?,"Pomstil smrt sv?ch brat?í, p?evzal rozsáhlé území, za?al budovat svou ?í?i. Touha po moci v?ak otrávila jeho mysl a ovládla jeho ?iny...",,"Schönová, Zuzana",,n?meck?,2009
"KOLOSSAOVÁ, Alexandra",Keith Haring,1958 - 1990 ?ivot pro um?ní,9788072097623,"Nakladatelství Slovart, s.r.o.",9,96,?esk?,Filozofie tvorby jednoho z nejv?zna?n?j?ích malí?? 80. let byla jednoduchá: zp?ístupnit um?ní v?em. Miloval graffiti i své nad?ené publikum a p?ed ním tvo?il v newyorském metru i na ulicích.,,Jana Novotná,,,2006
"Petrásek, Tomá?",Kejda,,9788074258923,Nakladatelství Epocha s.r.o.,13,232,?esk?,"Markéta vede v?ední ?ivot studentky a? do doby, kdy si jednou k ve?e?i uva?í zvlá?tní hmotu – kejdu. Ráno zjistí, ?e se stala v?ev?doucí. S kamarádkou T?nou se zprvu nov? nabytou superschopností baví, ale pak se o ni za?ne zajímat armáda a jde do tuhého. Hrdinky se ze zombíkama zamo?ené vojenské základny dostávají do víru nekone?né války na cizí planet?, aby op?t skon?ily na Zemi, která u? ov?em není taková, jakou ji opustily. Brakov? román Kejda je divokou jízdou na horské dráze: nechybí ufoni, zombíci, krev, erotika, nap?tí a humor.",,,,,2013
"Pospí?ilová, Jarmila","Kejklí?, Smrt a Blázen",,9788024342276,"Moravská Bastei MOBA, s.r.o.",13,224,?esk?,"Do malé osady nedaleko Kapli?ek se p?ed krátk?m ?asem p?ist?hovala kartá?ka a astrolo?ka Regina Palla. Jednoho krásného jarního odpoledne je ve svém dom? nalezena zavra?d?ná. Její smrt vyvolá ?adu dohad? a obav - vra?dil n?kdo z místních, nebo motiv le?í v nep?ehledné a trochu tajemné minulosti ob?ti? Co znamenají t?i tarotové karty nalezené u t?la? Souvisí vra?da kartá?ky s nedávn?m útokem na jejího b?valého man?ela, pochybného podnikatele, kter? m?l vlivné p?átele?",,,,,2011
"Netík, Ond?ej",Kejklí?i léta,,9788074130793,"ZONER Software, a.s.",13,144,?esk?,"Ond?ej Netík je autorem, kterého ?e?tí ?tená?i ji? znají: jeho trilogie Sanatorium podvr?en?ch (Zelen? sk?ítek a d?v?átko jménem Diana, Meluzína, dívka jménem Ema a Tane?nice, v?c názvem Sined) vzbudila zájem ?ady ?tená??. Podobn? jako p?edchozí knihy i Kejklí?i léta balancují na pomezí r?zn?ch ?ánr?, je to pohádkov? p?íb?h nejen pro dosp?lé, cesta do zvlá?tního sv?ta symboliky a snov?ch p?edstav. Romantick? p?íb?h odehrávající se ve skute?ném m?st? vid?n? a vníman? o?ima d?tské fantazie, kdy se m??e ztratit celá ulice a no?ním m?stem se pohybují nebezpe?né D?ti noci. Autor sám sebe ozna?uje za filozofa a mága, optimistu i snílka, komedianta a vyprav??e.",,,,,2010
"Köster-Lösche,Kari",Kejklí?ova d?di?ka,,9788024313450,"Moravská Bastei MOBA, s.r.o.",13,320,?e?tina,"Breta? v roce 1360. Na útesech ztroskotá lo? bez kapitána, vezoucí smrtonosn? náklad. Zachrání se pouze dv? ?eny a mlad? plav?ík, dosud neposti?ení morovou nákazou. Mladá cti?ádostivá Alheyd, man?elka brémského radního, a rezolutní Mechtilda, ranhoji?ka ze Stadu, se vydávají na strastiplnou cestu válkou zpusto?enou zemí do Brugg za hansovními obchodníky. V Bretani zu?í boj o následnictví tr?nu, v n?m? hraje roli stará keltská mince se symbolem kance a v n?m? není v?dy snadné zjistit, kdo je na ?í stran?. Mechtilda zjistí, ?e Alheyd skr?vá n?jaké tajemství. Z cesty ztroskotav?ích poutník? se stává út?k pod ochranou skupiny kejklí??, od nich? se Mechtilda nau?í vyráb?t z vlas? zázra?n? lé?ebn? prost?edek proti moru a stává se z ní vyhledávaná lé?itelka morové nákazy. Alheyd se mezitím zamiluje zrovna do svého pronásledovatele... ",,Dagmar Dvo?áková,Die Erbin der Gaukler,n?m?ina,2004
"Vandenberg, Philipp",Kejklí?ova ?ena,,9788024240497,Euromedia Group k.s.,13,368,?esk?,"Anno 1525. Jen pár dní p?ed slo?ením v??né p?ísahy prchá novicka Magdalena z klá?tera. V nouzi se p?ipojí ke skupin? kejklí??, v jejím? ?ele stojí Velk? Rudolfo, nejslavn?j?í provazochodec na sv?t?. Podmaniv? mu? obklopen? obdivem ctitelek Magdalenu od prvního okam?iku okouzlí. Zamiluje se do n?j. Záhadn? Rudolfo je ?lenem tajemného tajného spolku, kter? st?e?í nejv?t?í mystéria lidstva. Poté co se Rudolfo p?i v?stupu na mohu?sk? dóm z?ítí a zem?e, je  Magdalena  p?esv?d?ená, ?e se stal ob?tí komplotu, a vydá se po nebezpe?né stop?…",,"Vízdalová, Ivana Führmann",Die Frau des Seiltänzers,n?meck?,2013
"Apsley, Brenda",Keksík má hlad!,,9788073217198,Fortuna Libri,14,10,?esk?,"Pomoz opi?ákovi Keksíkovi najít n?co k sn?dku! Putuj prstem po cesti?kách v kní?ce a otvírej okénka, pod kter?mi se ukr?vají r?zná p?ekvapení!","Allen, Marie","Pekárková, Tereza",Cookie is Hungry!,anglick?,2014
"Unger, G. F.",Kellkini,,9788024337838,"Moravská Bastei MOBA, s.r.o.",13,160,?esk?,"Mé jméno je Kellkini, Tim Kellkini - tak odpov?d?l armád?, kdy? jej jako chlapce osvobodila z rukou indián? a ptala se na jméno. Mezitím se z n?j stal mu? a jeho ?ivot z?stal stejn? dobrodru?n?, jako byl na za?átku...",,"Králík, Franti?ek",,n?meck?,2010
"Unger, G.F.",Kellog,,9788024329710,"Moravská Bastei MOBA, s.r.o.",13,64,?esk?,"B?val? pistolník Brad Kellog si cht?l zalo?it ran?. Zprvu se zdálo, ?e je mu osud naklon?n, ale jen do té doby, ne? se vydal do Phoenixu, aby se o?enil s krásnou Julií Conwayovou...",,Anna ?torkánová,,n?meck?,2007
"Unger, G. F.",Kellog,,9788024366920,"Moravská Bastei MOBA, s.r.o.",13,64,?esk?,"B?val? pistolník Brad Kellog se rozhodl zalo?it si v jednom krásném údolí Bradshaw Mountains ran?. Zprvu se zdálo, ?e je mu osud p?ízniv? naklon?n, ale to trvalo jen do té doby, ne? se vydal na cestu do Prescottu, aby se zde o?enil s krásnou Julií Conwayovou…",,"Butala, Tomá?",,n?meck?,2015
"Lane, Lex",Kelly se nevzdává,,9788024334257,"Moravská Bastei MOBA, s.r.o.",13,50,,"P?edák Jubal Lelly se sv?mi p?áteli bojuje proti nelítostn?m zlod?j?m dobytka. Nikdo neví, ?e d?íve b?val slavn?m pistolníkem a v Maloneu cht?l za?ít nov? ?ivot...",,"Pavka, M.",,n?meck?,2008
"Unger, G. F.",Kellyho ran?,,9788024345154,"Moravská Bastei MOBA, s.r.o.",13,64,?esk?,Jen Kelly by mohl zachránit unesenou dívku z rukou bandit?. Její otec v?ak práv? obsadil jeho ran? a u?inil z n?ho tuláka bez domova…,,"Schönová, Zuzana",,n?meck?,2011
"Cunliffe, Barry",Keltové,Pr?vodce pro ka?dého,9788073631628,Doko?án s.r.o.,2,216,?esk?,"Keltové nás nep?estávají fascinovat. ?ekové a ?ímané v nich vid?li barbarské vet?elce ze severu. V 19. století byli Keltové pova?ováni za p?edky Bretonc?, obyvatel Cornwallu, Vel?an?, Skot? a Ir? a dodávali tak t?mto atlantick?m národ?m identitu s hlub?ími ko?eny, ne? jakou m?li Angli?ané a Francouzi. V nedávné dob? se pak Keltové stali jedním z ideál?, jich? se dovoláváme, chceme-li posílit panevropské cít?ní. Barry Cunliffe se zab?vá otázkami typu ""Kdo byli Keltové?"" a analyzuje archeologické, um?lecké a lingvistické doklady, aby na tyto otázky nalezl odpov??. Zárove? nám pomáhá rozpoznat starov?ké Kelty a vystopovat jejich následovníky v moderním sv?t?.",,"Pavlí?ek, Stanislav",The Celts: A Very Short Introduction,anglick?,2009
"Edel, Momo – Wallarth, Bertram",Keltové,Duchovní d?ti Evropy,9788073365240,Fontána,2,180,?esk?,"Keltské m?ty, pov?sti a legendy. Neznetvo?ená a d?tsky p?sobící tv?r?í síla keltského ?lov?ka je n??ím více ne? jen pohádkou. Ne?ije pouze v nes?etn?ch literárních sv?dectvích a v bohatství lidov?ch m?t? a tradic, je? dodnes nejsou ani zdaleka úpln? pochopeny. ?ije v ka?dém z nás, jakkoli hluboko je v nás zasuta. Tato kniha se pokou?í vyzvednout toto d?dictví – bez fale?né mystifikace. Tém?? bez námahy se autor?m poda?ilo rozklenout most od stop minulosti a? ke spirituálnímu znovuzrození Evropy.",,,,,2009
,Keltové - Poklady starov?k?ch civilizací,,9788024221021,Euromedia Group k.s.,9,208,?esk?,"Sta?í Keltové se v poslední dob? stali p?edm?tem intenzivního bádání, je? nám umo??uje nov? porozum?t mnoha aspekt?m t?kajícím se identity, kultury, um?ní a víry t?chto starobyl?ch národ?. Prost?ednictvím obsa?ného a ?tená?sky p?ístupného textu, jako? i bohat?ch fotografií ?ady unikátních objekt? nabízí tento svazek série Poklady starobyl?ch civilizací ?tená??m seznámení s fascinující a mnohostrannou keltskou civilizací.",,,,italsk?,2008
Bouzek Jan,Keltové na?ich zemí v evropském kontextu,,9788072549313,Triton s.r.o,2,228,?esk?,"Nov?j?í kní?ky o keltském období v d?jinách ?esk?ch zemí (u? ne ?eskoslovenska, jako tomu b?valo d?íve, ba dokonce dnes u? ?asto zvlá?? pro ?echy a Moravu) neponechávají mnoho místa evropskému a sv?tovému kontextu raného v?voje na?ich zemí. Na?e území bylo ov?em – podobn? jako v dob? historické – integrální sou?ástí evropské, mediteránní i eurasijské civilizace a pochopení minulosti nelze dosáhnout bez pochopení jeho souvislostí s ostatními ?ástmi Evropy a k ní p?ilehl?ch dal?ích ?ástí sv?ta. Tato kní?ka, navazující na p?edchozí s názvem Prav?k ?esk?ch zemí v evropském kontextu, se chce op?t pokusit o v?klad, kter? b?val d?íve spí?e jen nazna?ován a zmi?ován na okraji: nakolik se na?e zem? v dob?, kdy byli u nás Keltové rozhodující slo?kou obyvatelstva, ú?astnily obecného v?voje civilizací",,,,,2007
"Mangel, Tomá?",Keltové ve v?chodních ?echách,,9788085031973,Muzeum v?chodních ?ech v Hradci Králové,2,153,?esk?,"Publikace shrnuje a hodnotí poznatky o osídlení b?valého V?chodo?eského kraje v dob? laténské, tedy b?hem posledních p?ti staletí p?ed zlomem letopo?tu. ?e?eny jsou otázky sídelních forem a strategií, poh?ebního ritu, hospodá?sk?ch aspekt? i hmotné kultury jednotliv?ch úsek? uvedeného období. Zvlá?tní prostor je v?nován také problematice poznání po?átku a konce doby laténské ve v?chodo?eském prostoru.",,,,,2014
"Lunniss, Vivien",Keltská kaligrafie,,9788024756486,Grada Publishing,9,48,?esk?,"Dnes, zatímco se obdivujeme nad krásou a obratností prokázanou písa?i a truchlíme nad ztrátou v?t?iny rukopis? zni?en?ch Vikingsk?mi nájezdy, se m??eme nau?it obnovit tyto tvary písmen na?ím vlastním zp?sobem, b?t hrdi a t??it se z na?í práce p?i renovování star?ch ?emesel anebo poprvé uchopit kaligrafické pero. Kniha vysv?tluje hlavní základy keltského písma a ozdob s d?razem na bohatou historickou tradici na?í abecedy. Demonstrovány jsou i variace písmen, které lze procvi?ovat, a? získáte základní schopnosti, co? va?í práci prop?j?í soudob?j?í vzez?ení.",,"Ba?tá?ová, Tereza",,,2015
"HR?ZOVÁ, Barbora",Keltská kletba,,9788073011529,Petra,13,128,,"Hrdinka románu Zuzana Králová pracuje jako kerami?ka v archeologickém ústavu. Na archeologickém v?zkumu na Berounsku se Zuzan? zjeví keltská bohyn? Epona a poradí jí, jak zabránit blí?ícímu se zlu a ne?t?stí.",,,,,2006
Hughes Jon G.,Keltská magie rostlin,,9788073361068,Fontána,0,252,?esk?,"Tato kniha je prvním praktick?m návodem k v?rob? a pou?ití rostlinn?ch sm?sí p?i rituálech a pro magické i lé?itelské ú?ely, je? vychází z druidsk?ch tradic. Prastaré ob?ady a oby?eje Kelt? v?dy vyu?ívaly jemnou alchymii, s její? pomocí m?nily rostlinné esence v mocné sm?si, které se pak vyu?ívali v magick?ch rituálních úkonech.  P?íru?ka, psaná skute?n?m praktikujícím druidem, je mimo jiné v?jime?ná u? jen proto, ?e byla v?bec napsána. Druidská praxe byla a? dosud pro v?t?inu nezasv?cen?ch zahalena tajemstvím, proto?e se tato forma u?ení p?edávala pouze ústn?. Nyní i vy máte mo?nost objevit tuto prastarou moudrost, a to díky druidovi, kter? se rozhodl starobylé rituály, postupy a znalosti sv?ch p?edk? sepsat a odhalit tak skute?nou podstatu druidského u?ení. Kniha obsahuje nejen shrnutí základ? druidsk?ch teoretick?ch p?edstav a jejich vazeb s alchymií, ale i praktické návody a postupy pro v?robu druidsk?ch p?ípravk?, jejich pou?ití i popis sexuálních rituál?.  ",,,,,2003
Hughes Jon G.,Keltská magie sexu,praktická p?íru?ka sexuální magie,9788073361471,Fontána,0,214,?ESK?,"Tato kniha není ani pojednáním o historii Kelt? ?i Druid?, ani dal?í romantizovan?m p?evypráv?ním keltské víry a druidského kouzelnictví. Nedo?tete se v ní o ?ádn?ch star?ch bo?stvech ani hrdinsk?ch bájích. Zab?vá se zcela praktick?mi aspekty keltské sexuální magie: rituální p?ípravou, koncentrací a uvol?ováním nesmírné p?írodní energie vznikající p?i orgasmu.  A? doposud se tyto prastaré druidské tradice p?edávaly z generace na generaci ústním zasv?cením. S tímto v?bec prvním psan?m popisem t?chto postup? p?ichází praktikující Druid, kter? se jim v?nuje ji? víc jak ?ty?icet let  a obdr?el je od svého d?da a druidské kn??ky v malé vesnici na vel?ském venkov?. Lí?í zde dev?t fází magického sexuálního rituálu – Procitnutí, Roz?í?ení, Prohloubení, Zrychlení, Orgasmus, a dále Promítnutí, Pokra?ování, Uvoln?ní, Rozpu?t?ní a Dar. V knize najdete také autentické instrukce dopln?né ilustracemi, které vás podrobn? uvedou do p?ípravy, pr?b?hu a zakon?ení ka?dého rituálu. Tento p?ístup ke keltské magii vám nejen umo?ní oprostit své v?domí od ka?dodenní reality, ale poskytne i mimo?ádnou energii k prom??ování svého ka?dodenního ?ivota. ",,,,,2004
"Matthewsová, Caitlín",Keltská moudrost,,9788073063948,Pavel Dobrovsk? - BETA s.r.o.,2,224,?esk?,"Keltská tradice je v sou?asné dob? p?edm?tem zna?ného zkoumání a p?itahuje i pozornost ve?ejnosti. D?vodem je touha lidí poznávat odkaz p?edk? prost?ednictvím m?t?, rituál? a písní. Caitlín Matthewsová je autorkou mnoha knih zam??en?ch na keltskou kulturu a její dílo je zasv?cen?m pohledem na oslavy ?ty? ro?ních období v dávn?ch dobách. Popisuje, jak provád?t rituály oznamující p?íchod jednotliv?ch období, seznamuje ?tená?e s legendami a písn?mi a p?edkládá nám?ty k meditaci. Kniha je dopln?na sadou totemov?ch karet se zví?aty, je? se vyu?ívají p?i rituálech k rozjímání o síle p?írody p?sobící na ná? ?ivot, a p?ív?skem  sv. Brighid, kter? v sob? skr?vá tajemství keltské tradice.",,,,,2009
"?i?má?ová, Jana",Keltská poh?ebi?t? na Morav?  okresy Blansko a Vy?kov,Keltische Gräberfelder in Mähren Bezirke Blansko und Vy?kov,9788070284209,Moravské zemské muzeum,2,322,"?esk?, n?meck?","Moravská keltská poh?ebi?t?, zvlá?t? pak lokality z oblasti Brn?nska a Vy?kovska, nále?ejí k nejkvalitn?j?ím památkám tohoto období ve st?ední Evrop?, jejich prezentace v?ak a? na ojedin?lé p?ípady neodpovídá jejich v?znamu a p?edev?ím sou?asn?m po?adavk?m. Dlouhodob?m zám?rem autorky je postupné zve?ejn?ní v?eho dostupného materiálu z keltsk?ch poh?ebi?? na území celé Moravy a p?edkládan? katalog nález? z b?val?ch okres? Blansko a p?edev?ím Vy?kov je dal?ím krokem k dosa?ení tohoto cíle. Z celého souboru materiálu z moravsk?ch keltsk?ch nekropolí ji? bylo tímto zp?sobem nov? publikováno poh?ebi?t? v Brn?-Malom??icích (?I?MÁ?OVÁ 2005), poté následovalo nové zve?ejn?ní lokalit K?enovice a Holubice, okr. Vy?kov (?I?MÁ?OVÁ 2009) a o dva roky pozd?ji pak katalog nález? z b?val?ch okres? Brno-m?sto a Brno-venkov (?I?MÁ?OVÁ 2011). Podobn? jako p?edcházející svazky je cílem i této publikace shromá?d?ním v?ech dostupn?ch podklad? a nov?m zdokumentováním materiálu nálezov? fond prezentovat tak, aby mohl b?t podle sou?asn?ch po?adavk? v?chodiskem k dal?ímu v?deckému zpracování. Od podrobné anal?zy materiálu bylo prozatím upu?t?no p?edev?ím proto, ?e jakkoli dokumentovan? soubor p?edstavuje – zvlá?t? pak spolu s v??e uveden?mi poh?ebi?ti v Brn?-Malom??icích, Holubicích a K?enovicích a s nálezy z Brn?nska – v?znamnou a reprezentativní ?ást materiálu z moravsk?ch keltsk?ch poh?ebi??, stále je?t? jde o men?í díl celého nálezového korpusu z území Moravy, teprve po obdobné prezentaci materiálu ze zb?vajících okres? (B?eclav, Hodonín, Krom??í?, Olomouc, Prost?jov, P?erov ad.).",,,,,2013
"?i?má?ová, Jana",Keltská poh?ebi?t? na Morav? okresy Brno-m?sto a Brno-venkov,,9788070283820,Moravské zemské muzeum,2,300,"?esk?, n?meck?","Dal?í z ?ady publikací materiálu z moravsk?ch keltsk?ch poh?ebi?? je jedním z postupn?ch díl?ích krok? zam??leného zám?ru, jeho? cílem je postupné zve?ejn?ní v?eho dostupného materiálu z keltsk?ch nekropolí na území celé Moravy. Cílem práce, podobn? jako publikací p?edcházejících (""Keltské poh?ebi?t? v Brn?-Malom??icích"", 2005, ""Keltská poh?ebi?t? z Holubic a K?enovic"", 2009), je prezentovat bohat? nálezov? fond podle sou?asn?ch po?adavk? tak, aby mohl b?t v?chodiskem k dal?ímu v?deckému zpracování. Krom? podrobného dvojjazy?ného (?e?tina/n?m?ina) katalogu (v?etn? popisu nálezov?ch situací), dopln?ného kresebnou a fotografickou dokumentací) a kapitol t?kajících se historie v?zkumu, podoby poh?ebi?? a stru?ného shrnutí jejich chronologického postavení obsahuje publikace i vyhodnocení antropologického materiálu a anal?zu dochovan?ch textilních zbytk?.",,,,,2012
"Cunningham, Scott",Keltská p?írodní magie Wicca,,9788073360269,Fontána,0,238,?esk?,"Wicca, moderní nábo?enství ?arod?jek a ?arod?j?, si získává po celém sv?t? stále více p?íznivc?, a proto o ní také vychází stále více knih. Dílo Scotta Cunninghama je v?ak i v této záplav? wiccansk?ch p?íru?ek naprosto jedine?ná. Narozdíl od v?t?iny ostatních, které vás uvedou do Wiccy jako?to do nábo?enství skupinového, vám tato kniha uká?e, jak toto okultní um?ní praktikovat coby jedinec. Proto jsou zde v?echny aspekty wiccanského u?ení popsány tak, ?e nejen?e nepot?ebujete ?ádné zasv?cení od kn?z? ?i mistr?, ale m??ete si i vytvo?it vlastní variaci této prastaré víry, která vychází ze spojení s p?írodou a osobní a radostné oslavy ?ivota. ",,,,,2002
"MacKillop, James",Keltské bájesloví,,9788071068815,"NLN s.r.o., Nakladatelství Lidové noviny",2,416,?esk?,"Keltové byli jak?misi v?udybyly starov?ku. Jejich stopy jsou roztrou?eny od Galatie, nacházející se v dne?ním Turecku, p?es st?ední Evropu a? po Portugalskou Galicii a samoz?ejm? – Britské ostrovy. O jejich kosmologii, názorech na vznik a uspo?ádání sv?ta, sice prakticky nic nevíme, zato se dochoval dostatek archeologick?ch a ikonografick?ch doklad? o b??ném, nijak bezstarostném ?ivot?. Teprve ve st?edov?ku se za?nou písemn? zaznamenávat p?íb?hy hust? protkané mytologick?mi motivy. Nejbohat?í ?e? sklízíme z literatury irské a vel?ské, bez jejich? barvité p?edstavivosti bychom byli ochuzeni o nedozírn? obzor.",,,,anglick?,2009
"Waldhauser, Ji?í",Keltské ?echy,,9788020021199,Academia,18,384,?esk?,"Dvojí sv?t skr?vají ?echy pro ka?dého, lhostejno zda pro svého obyvatele, nebo pro náv?t?vníka. Jeden, po jeho? povrchu skoro po?ád chodíme ?i jezdíme nebo nad ním? se spí?e v?jime?n? vzná?íme, jím? (dnes) ?ijeme, jeho? kulisou jsme ka?dodenn? provázeni. Druh? sv?t z?stává tém?? permanentn? skryt pod jeho povrchem a je to sv?t t?ch, kte?í tu byli p?ed námi. V knize p?jdeme po stopách lidí, kte?í v ?echách ?ili zhruba mezi lety 650 a? 25 p?. n. l. Byli to Keltové, první jménem známí obyvatelé – moderními slovy ob?ané – ?ech. K?í?em krá?em budeme procházet b?valou doménu Kelt? a? p?ibli?n? k roku 25 p?ed narozením Krista, kdy nám Keltové zmizí z o?í jako mávnutím kouzelného proutku. V na?í knize p?idáváme zbrusu nové pátrání po geniu loci míst, kde se prokazateln? Keltové pohybovali.",,,,,2012
"Krumlovská, Olga",Keltské horoskopy,do roku 2020,9788072437627,Brána,2,264,?esk?,"Nové a zaktualizované vydání oblíben?ch horoskop? star?ch Kelt?. Ve 36 znameních, postaven?ch na souhv?zdích a na stromech z lesa druid?, vytvá?í známá astrolo?ka pro jednotlivé typy lidí horoskop na p?í?tí rok i prognózy na dal?ích p?t let. Její pohled na charakteristiku jednotliv?ch znamení, na lásku, vztah k partnerovi, k d?tem, na úsp?ch a zdraví se ?ídí keltskou symbolikou. V horoskopu uvádí vhodnou terapii, talisman a barvy hodící se k jednotliv?m znamením a také, která znamení se k sob? hodí a která se naopak nesná?ejí.","Krumlovská, Terezie Natalie",,,,2015
"Holitzka, Klaus",Keltské mandaly,malujeme mandaly pro zdraví a pro du?i,9788073360108,Fontána,0,31,?esk?,"Nechte se okouzlit bohatstvím magick?ch forem star?ch keltsk?ch mandal. Síla vzájemn? propleten?ch smy?ek je jedním z mála zjeven?ch tajemství, která po sob? Keltové zanechali, ne? zmizeli v ?eru dávnov?ku. Vymalujte si tyto mandaly a pro?ijte mystiku tohoto starého národa ve svém nitru. Mandala se díky svému jedine?nému koncentrickému tvaru nabízí jako ideální p?edloha pro meditaci i nezku?en?m, nervózním a stresovan?m lidem. Akt malování p?itom proces meditace i vlastního poznání jedine?n?m zp?sobem posiluje. D?le?ité je pouze vyu?ít ?iroké palety barev, která posytne dostatek prostoru pro va?i fantazii – jaké si zvolíte, je ?ist? na vás.  B?hem vybarvování mandal budete postupn? vnímat, jak se vám zklid?uje d?chání. Pokud se do této tv?r?í meditace skute?n? pono?íte a zcela se uvolníte, spo?inete sami v sob?. A a? u?iníte poslední tah, budete se cítit jako znovuzrození… ",,,,,2002
"?i?má?, Milo?",Keltské oppidum Staré Hradisko,,9788090342354,"Archeologické centrum Olomouc, p?ísp?vková organizace",2,71,?esk?,"Reedice titulu vydaného r. 2002 Vlastiv?dn?m muzeem v Olomouci, podrobn? se v?nuje dosavadním archeologick?m v?zkum?m na keltském oppidu na západním okraji Hané v blízkosti jantarové stezky. Jde o jedno z nejlépe prozkouman?ch oppid nejen u nás, ale na evropském území v?bec. Autor ?tená?i p?ibli?uje dne?ní p?edstavu o jeho p?vodní podob? a v?voji.",,,,,2005
"Carr-Gomm, Philip a Stephanie",Keltské orákulum rostlin,,9788073364533,Fontána,2,189,?esk?,"Kniha + 36 karet . Oboha?te sv?j ?ivot o tradi?ní druidské rostliny a byliny. Sta?í druidové uctívali ur?ité rostliny – v?etn? strom?, bylin a hub – a p?i?ítali jim speciální v?znam. Tato skv?lá sada 36 karet p?edstavuje mnohé z nejv?znamn?j?ích rostlin a popisuje jejich spojení s lidov?mi tradicemi a mytologií. Barevné obrázky Willa Worthingtona zobrazují ka?dou rostlinu do nejmen?ího detailu v jejím p?írodním prost?edí. V textu popisují Philip a Stephanie Carr-Gomm zvlá?tní sílu, p?ednosti, vlastnosti a ú?inky jednotliv?ch rostlin a ukazují, jak m??ete karty pou?ívat jako orákulum k získání moudrosti, vedení a inspirace.",,,,,2008
"Matthews, John – Worthington, Will",Keltské orákulum strom?,,9788073364755,Fontána,2,127,?esk?,"Kniha + 25 karet. Zelen? mu? je starobylá a populární ikona sv?ta p?írody – ducha p?írody samotné. V sad? Keltského Orákula Strom? se moudrost strom? a keltského ogamu setkávají, aby p?inesly orákulum nesmírní síly. Dvacet p?t náhodn? ilustrovan?ch karet zobrazuje ka?d? ze strom?, které vytvá?í starou keltskou abecedu. Zelen? mu? je p?ítomen v ka?dém obrázku – n?kdy zjevn?, jindy skryt? – nás vítá, abychom vstoupili do jeho sv?ta. Zde objevíme lidové tradice strom?, m?ty a symboliku a jak tyto letité znalosti mohou vést ná? ?ivot v dne?ní dob?.",,,,,2008
